occupation,count
Blackmirh,1
Blackmith in Dock,1
Blackning Factory Worker,1
Blackprinter in Linen Print Works,1
Blackrock Collage Dublin,1
Blacks,1
Blacksimth,1
Blacksimth Helper,1
Blacksmih,1
Blacksmish,1
Blacksmit,1
Blacksmit and Farmer,1
Blacksmith & Farmer,1
Blacksmith (Docks),1
Blacksmith (Employe),1
Blacksmith (Farrier),1
Blacksmith (apprentice),1
Blacksmith - Apprentice,1
Blacksmith A P Prentice,1
Blacksmith Appr,1
Blacksmith Apprentic,1
Blacksmith Appret,1
Blacksmith Aprentie,1
Blacksmith Aprint,1
Blacksmith Apter,1
Blacksmith Assis,1
Blacksmith Attendant,1
Blacksmith Carpenter Master,1
Blacksmith Coats,1
Blacksmith Dom Ser,1
Blacksmith Domestic Servant,1
Blacksmith Engin,1
Blacksmith Engineer,1
Blacksmith Farm,1
Blacksmith Farrier,1
Blacksmith G. S. and W. Railway,1
Blacksmith Helper Aprentice,1
Blacksmith Homnerman,1
Blacksmith Horseshoer,1
Blacksmith Houses,1
Blacksmith Iron Master,1
Blacksmith Maker,1
Blacksmith Martin,1
Blacksmith Publican and Farmer,1
Blacksmith R. N.,1
Blacksmith Royal Navy,1
Blacksmith Servant,1
Blacksmith Shipyard,1
Blacksmith Smith and Farmer,1
Blacksmith Sons,1
Blacksmith Striker,1
Blacksmith Working,1
Blacksmith Workman,1
Blacksmith and C Farmer,1
Blacksmith and Car Owner,1
Blacksmith and Car Propitor,1
Blacksmith and Daughter,1
Blacksmith and Distillery,1
Blacksmith and Farm,1
Blacksmith and Farmers Son,1
Blacksmith and Helper,1
Blacksmith and Manure Agent,1
Blacksmith and News Agent,1
Blacksmith and Ploughwright,1
Blacksmith and Plougwright,1
Blacksmith and Registered Shoeing Smith,1
Blacksmith and Rural Postman,1
Blacksmith and Shopkeeper,1
Blacksmith and Soldier,1
Blacksmith and Sub Postmaster,1
Blacksmith and Trades Man,1
Blacksmith and c,1
Blacksmith at Harbour Workshops,1
Blacksmith at Quarry,1
Blacksmith in,1
Blacksmith in Coach Factory,1
Blacksmith in Dock,1
Blacksmith in Guard,1
Blacksmith in Iron Foundry,1
Blacksmith in Mill,1
Blacksmith in Spinning Mill,1
Blacksmith in a Bakery,1
Blacksmith of Farmer,1
Blacksmith on Shipyard,1
Blacksmith retired on pension,1
Blacksmith's Apprentice at Works,1
Blacksmith's Apprenties,1
Blacksmith's Helper in Shipyard,1
Blacksmith's Keeper,1
Blacksmith's Mother,1
Blacksmith's Wife and Householder,1
Blacksmith's wife,1
"Blacksmith, Not Attending School",1
Blacksmith- Master,1
Blacksmith-Domestic Servant,1
Blacksmith-Employe,1
Blacksmith-Engine,1
Blacksmith-Retired,1
Blacksmith-Unemployed,1
Blacksmith. Unemployed,1
Blacksmithing,1
Blacksmiths App.,1
Blacksmiths Apprentace,1
Blacksmiths Asst,1
Blacksmiths Helper Labourer,1
Blacksmiths Helper Unemployed Labourers,1
Blacksmiths Helper at Works,1
Blacksmiths Master,1
Blacksmiths Mate,1
Blacksmiths Niece,1
Blacksmiths Sons,1
Blacksmiths Spinter,1
Blacksmiths Striker Labourer,1
Blacksmiths and Helper,1
Blacksmiths helper,1
Blacksmiths in Foundry Iron,1
Blacksmiths-Son,1
Blacksmithss Assistant,1
Blacksmths Apprentice,1
Blacksmyh,1
Blacksmyth Apprentice,1
Blacksmyth and Farmer,1
Blacksmyth and Grocer,1
Blacksmyth in Worker,1
Blacksmyth's Wife,1
Blacksmyths Apprentic,1
Blacksmyths Apprentice,1
Blacksmyths Daughter,1
Blacksmyths Wife,1
Blacksymth,1
Blackthorn Stick Manufacturer,1
Blaeching Hand,1
Blak Painter,1
Blaking Manufacturer,1
Blank,1
Blast Furnace Man,1
Blaster,1
Blasteres,1
Blaters Helper,1
Blck Smith,1
Blcksmyth,1
Bleach Brite Works,1
Bleach Fuel Worker,1
Bleach Gran Butler,1
Bleach Green,1
Bleach Green Employ,1
Bleach Green Farm Worker,1
Bleach Green Mount Linen Merchant,1
Bleach Green Rubboard Man,1
Bleach Green White Left Hand,1
Bleach Green Worker (Stripper of Frames),1
Bleach Green Worker Feeder at Frames,1
Bleach Green Worker at Dye and Frame,1
Bleach Green Yarn Worker,1
Bleach House Force,1
Bleach House Labourer,1
Bleach House Worker,1
Bleach Linen Labourer,1
Bleach Work Hand,1
Bleach Work Millwright,1
Bleach Worker Handling and Finishing Cloth in Bleach and Dye Works,1
Bleach Works Apprentice Finisher,1
Bleach Works Clerk,1
Bleach Works Employ,1
Bleach Works Finisher,1
Bleach Works Frame Worker,1
Bleach Works Labour,1
Bleach Works Oiler,1
Bleach Works Operative,1
Bleach Works Operator,1
Bleach Works Pot Man,1
Bleach Works Wash Millman,1
"Bleach Works, Butler",1
Bleach and Dye Woorks,1
Bleach and Dye Works Watchmaker,1
Bleach in Bleachworks,1
Bleach-Green Worker,1
Bleach-Works Labourer,1
Bleache in Factory,1
Bleached Line Yarn Bundler,1
Bleached Line Yarn Finisher,1
Bleached Linen Yarn Bundler,1
Bleacher (Cloth),1
Bleacher (Foreman),1
Bleacher (Retired),1
Bleacher Apprentice,1
Bleacher Assistant,1
Bleacher Breadther,1
Bleacher Cloth Unemployed,1
Bleacher Dyer and Finisher,1
Bleacher Etc,1
Bleacher Foreman,1
Bleacher Labour,1
Bleacher Labourer,1
Bleacher Linen Factory,1
Bleacher Manager,1
Bleacher Master,1
Bleacher Works Manager,1
Bleacher Yarns,1
Bleacher and Finisher Master,1
Bleacher and Linen,1
Bleacher and Master Bottler,1
Bleacher in Bleach Work,1
Bleacher in Bleach Works,1
Bleacher in Factor,1
Bleacher in Green,1
Bleacher in Linen,1
Bleacher of Cotton,1
Bleacher of Linen Yarn,1
Bleacher of Linen Yarn in Thread Factory,1
Bleacher of Linen in Bleach Green,1
"Bleacher of Linen, Labourer",1
Bleacher's Assistant,1
Bleacher(Yarn),1
"Bleacher, Unemployed",1
Bleacher-Millman,1
Bleacher-Potman,1
Bleachers Finisher,1
Bleachers Labour,1
Bleachers. Loftman,1
Bleachfield Labourer,1
Bleachfield Worker,1
Bleachgreen Mechanic,1
Bleaching Department,1
Bleaching Factory Clerk,1
Bleaching Labourer,1
Bleaching Labourer Unemployed,1
Bleachor,1
Bleatch Works,1
Blecher,1
Bleech Works,1
Bleecher in Linen Bleachig Green,1
Bleechgreen Labourer,1
Bletcher Linen,1
Blind Fitter,1
Blind Larbour,1
Blind Maker (Apprent),1
Blk Apprentice,1
Blk Smith Apprentice,1
Blk Smith Wife,1
Blk Smiths Wife,1
"Blk, Smith",1
Blksmiths Wife,1
Blliard Maker,1
Bllick Agri Labourer,1
Block Cattes,1
Block Maker,1
Block Maker Passage Docks,1
Block Painter,1
Block Prenter Linen Trade,1
Block Printer Dye Works,1
Block Printer Linen Manufactiore,1
Block Printer in Print Works,1
Block Ship Maker,1
Block Smiths Helper,1
Block-Cutter in Print Works,1
Blocker,1
Blocker and Glosser,1
Blocker in Linen Wareroom,1
Blocker in Pork Store,1
Blocker in Workman,1
Blockprinter,1
Blockprinter Master,1
Blockprinter in Linen Print Works,1
Blocksmith Wife,1
Blocksmiths Assistant,1
Blouge-Maker,1
Blours Maker,1
Blouse Designer,1
Blouse Folder,1
Blouse Ironer,1
Blouse Machinist,1
Blouse Making Apprentice,1
Blouse Ornaments,1
Blouse Worker,1
Blouse and Apron Cutter,1
Blouse and Apron Folder,1
Blouse and Et Folder,1
Blousemaker,1
Blue Dyer,1
Blue Factory,1
Blue Maker,1
Blue Manufacture,1
Blue Manufacturer,1
"Blue Teacher, School",1
Bluer in Bleachwork Factory,1
Bluer in Bleachwroks,1
Bluer in Dyeing Factory,1
Bluer in Dyeworks,1
Bluer in Factory,1
Bluer in Linen Factory Unemployed,1
Bluer in Shirt Factory,1
Blues Bleach Works,1
Blumber and Gasfitter,1
Blutteler,1
Bo Table Maker,1
Bo'sun,1
"Bo, san",1
Boa?,1
Boader,1
Boading House,1
Boadman Coast Guard,1
Boan Finisher,1
Boar Airy House Keeper,1
Board Cutter Printing,1
Board For Ireland,1
Board House Keeper,1
Board House Proprieties,1
Board Housekeeper,1
Board Manager,1
Board a Logans,1
Board and Housekeeper,1
Board and Lodg. House Keeper,1
Board and Lodging H,1
Board and Lodging House,1
Board and Lodging House Keeper,1
Board and Logans,1
Board of Agriculture Civil Assistant Surveyor,1
Board of Agriculture England Ordnance Survey Dept,1
Board of P Works Labourer,1
Board of Public Work Civil Engineer,1
Board of Trade,1
Board of Trade Tape Holder,1
Board of Trade Transmission Officer,1
Board of Works,1
Boardary House Keeper,1
Boarded Mistress,1
Boarder (Clerk),1
Boarder ? Monger,1
Boarder No Occupation,1
Boarder Servant,1
Boarder Shoemaker,1
Boarder Traveller,1
Boarder Wheeler,1
Boarder Works None,1
Boarder and Assistant,1
Boarder and Lodger not Able to Work,1
Boarder at Ennis Convant,1
Boarder at School,1
Boarder in Ropework,1
Boarder no Occupation,1
Boardering House Keeper,1
Boarderry House Keeper,1
Boarding Establishment,1
Boarding F K,1
Boarding H,1
Boarding Ho Keeper,1
Boarding Ho. Keeper,1
Boarding Home Keeper,1
Boarding House - Keeper,1
Boarding House Civil Service - Clerk,1
Boarding House Holder,1
Boarding House Keep,1
Boarding House Keepe,1
Boarding House Keeper Head of Family,1
Boarding House Keeper Land Lady,1
Boarding House Keeper Nil,1
Boarding House Keeper Shop-Keeper Grocer,1
Boarding House Keeper and Confectionery Dealer,1
Boarding House Keepr,1
Boarding House Prop,1
Boarding House Proper,1
Boarding House Propr,1
Boarding House Proprietors,1
Boarding House Rufer,1
Boarding House and Poushy Farm,1
Boarding HouseKeeper,1
Boarding Householder,1
Boarding Housekeep,1
Boarding Houskeeper,1
Boarding Keeper House,1
Boarding Keeper Widow,1
Boarding Master,1
Boarding Mictress,1
Boarding Mistress,1
Boarding Roman Keeper No Occupation,1
Boarding With One,1
Boarding and House Keeper,1
Boarding and Keeper,1
Boarding and Lodging,1
Boarding house Keeper,1
Boarding house proprietor,1
Boarding or House,1
Boarding-House-Keeper,1
Boardinghouse,1
Boardwy House Keeper,1
Boardyhouse Keeper,1
Boarer (Iron Foundry),1
Boarting House Keeper,1
Boat - Builder,1
Boat Agent,1
Boat Assistant,1
Boat Builder (Assistant),1
Boat Builder Queens Co,1
Boat Builder Wife,1
Boat Builder and Pilot,1
Boat Builder's Prentice,1
Boat Builder's Wife,1
Boat Builders,1
Boat Builders Wife,1
Boat Captain,1
Boat Castes,1
Boat Clayer,1
Boat Cloaser,1
Boat Clorer,1
Boat Driller in Shipyard,1
Boat Fireman,1
Boat Hauler's Son,1
Boat Hauler's Wife,1
Boat Hauler-Labourer,1
Boat Inspector,1
Boat Machinist,1
Boat Machinst,1
Boat Maker (Master),1
Boat Man Coast-Guard,1
Boat Man G C Conty,1
Boat Man H M Coast Guard,1
Boat Man H.M. Coast,1
Boat Man Labourer General Servant,1
Boat Man On Canal,1
Boat Man Skipper,1
Boat Man Unemployed,1
Boat Man on Gd Canal,1
Boat Man-in Bridge Commissioners Boat,1
Boat Mason,1
Boat Master's Daughter,1
Boat Master's Son,1
Boat Owner and Publican,1
Boat Packer,1
Boat Porter,1
Boat Seaman,1
Boat Top Machinist,1
Boat Trader,1
Boat Wright and Farmer,1
Boat Wright and Ship Carpenter,1
Boat Yard Labourer,1
Boat and Car Driver,1
Boat and Coach builder,1
Boat and Commission Agent,1
Boat and S.Maker,1
Boat and Shoemaker,1
Boat maker,1
Boat owner,1
Boat's Man,1
Boat-Driver,1
Boat-Wright and Farmer,1
Boat-maker,1
Boat-man,1
Boater,1
Boater Syrup and Labeling,1
Boathman,1
Boatmaid,1
Boatmaker's Apprentice,1
Boatmaker-Riveter,1
Boatmam,1
Boatman (Retired),1
Boatman (Sailor),1
Boatman C Gd Servant,1
Boatman C Guard,1
Boatman C. Guard,1
Boatman C.G. Service,1
Boatman Capt,1
Boatman Coast Gd,1
Boatman Coast Guard R.N,1
Boatman Coast guard Servant,1
Boatman Coast-Guards,1
Boatman Coastguard Service,1
Boatman Coust Guard,1
Boatman Cst Guard RIC,1
Boatman Customs,1
Boatman Ferry,1
Boatman Grand C Coy,1
Boatman H M Coastguard,1
Boatman H. M Coast Guard,1
Boatman H. M.,1
Boatman H. M. C. G.,1
Boatman H. M. Coast Guard,1
Boatman H. M. Coastguard,1
Boatman H. M. Coastguards,1
Boatman H.M Coast Guard,1
Boatman H.M Coastguard,1
Boatman H.M. C Guard,1
Boatman H.M. Coast Gd.,1
Boatman H.M. Coast Guard,1
Boatman H.M. Coastguards,1
Boatman H.M.C. Guard,1
Boatman H.M.S. Coast Guard,1
Boatman K. M. Coast Guard,1
Boatman Scholar,1
Boatman Seaman,1
Boatman a Captin on Canal Road,1
Boatman and Captain,1
Boatman and Publican,1
Boatman and Seaman Coast Guard Svce Rank Branch,1
Boatman in Canal,1
Boatman in Charge of Lighter,1
Boatman in Coast Guard Service,1
Boatman in Coastguard,1
Boatman in H M Coast Guard,1
Boatman in H. M. Coastguard,1
Boatman in Hill Customs,1
Boatman on Conoll,1
Boatman or Waterman,1
Boatman to C.C.S. Packet Co,1
Boatman's Daughter,1
"Boatman, At School",1
"Boatman, At Scool",1
Boatman-Labourer,1
Boatman. H. M. Coast Guard,1
Boatmand,1
Boatmane Coast Guard Service,1
Boatmans Widow,1
Boatmas Wife,1
Boatmen Coast Guard,1
Boatright,1
Boats,1
Boats Fireman,1
Boats Man Retired No Work,1
Boats in Hotel,1
Boatsman B,1
Boatsman H.M. Coastguard,1
Boatswain Seaman,1
Boatswine,1
Boax Maker,1
Bobb in Builder,1
Bobb? Co?,1
Bobbin - Winder in Weaving Factory,1
Bobbin Bilder,1
Bobbin Borer,1
Bobbin Boy,1
Bobbin Boy in Flax Mill,1
Bobbin Builder in Flax Mill,1
Bobbin Builder in Mill,1
Bobbin Builder in Spinning Room,1
Bobbin Carrier in Rope Work,1
Bobbin Carrier in Rope Workes,1
Bobbin Carrier in Rope Works,1
Bobbin Carrier in Spg Mill,1
Bobbin Carrison in Rope Factory,1
Bobbin Cleaner,1
Bobbin Cleaner in Factory,1
Bobbin Cleaner in Mill,1
Bobbin Cleaner in Spinning Mill,1
"Bobbin Clerk, (Linen Factory)",1
Bobbin Eager in Flax Spinning Mill,1
Bobbin Factory,1
Bobbin Filler (Linen),1
Bobbin Maker in Spinning Room,1
Bobbin Manufacturer,1
Bobbin Office,1
Bobbin Packer in Factory,1
Bobbin Packer in Sping Mill,1
Bobbin Piller,1
Bobbin Rougher (Flax Mill),1
Bobbin Server,1
Bobbin Shop Manager,1
Bobbin Tearer,1
Bobbin Turner Unemployed,1
Bobbin Turner in Factory,1
Bobbin Weaver,1
Bobbin Winder (Woolen),1
Bobbin Winder Spinniny Mill,1
Bobbin Winder in Rope Factory,1
Bobbin Winder in Rope Worker,1
Bobbin Winder in Rope Workers,1
Bobbin Winder in Woollen Factory,1
Bobbin Winder-in Factory,1
Bobbin Winner,1
Bobbin Worker in a Factory,1
Bobbiner,1
Bobbing Cagger (Mill),1
Bobbing Clerk in Factory,1
Bobbing Winder,1
Boben Winder in Factory,1
Bobin Carrier in Factory,1
Bobin Winder in Linen Factory,1
Bobn Winer in Mill,1
Bobon Carrier,1
Boby,1
Bocomurer,1
Boddy Maker,1
Bodginghouse Keeper,1
Bodice Maker,1
Bodie Maker,1
Boding House Kent,1
Body,1
Body Coach Builder,1
Body Maker Apprentice,1
Body Maker-Coach Building,1
Body Sealing in Milk Factory,1
Body maker,1
Body-Maker,1
Bodymaker Coachmaker,1
Bodymaker at Coachmakers,1
Boet Maker,1
Boffin builder,1
Boffing Mistress in Flax Spinning Mill,1
Bog Copyist: H M Stationery,1
Bog Labourer,1
Bog Maker,1
Bog Manager,1
Bog Oak Carcer,1
Bog Oak Carirer in Own Home,1
Bog Oak Carrier,1
Bog Oak Carver Apprentice to Father,1
Bog Oak Corver,1
Bog Oaks Carver,1
Bog Rangers Wife,1
Bogie Boy,1
Bogsak Turner,1
Bogwood Merchant,1
Boilarmaker in Iron Works,1
Boiledmaker,1
Boilemaker Retired,1
Boilemakers Helper,1
Boilemarker's Assistant,1
Boiler - Maker Unemployed,1
Boiler Apprentice,1
Boiler Attendant in Linen Factory,1
Boiler Attending,1
Boiler Boy,1
Boiler Builder,1
Boiler Coverman,1
Boiler Cutter,1
Boiler Fireman,1
Boiler Firer,1
Boiler Helper,1
Boiler Inspector for Insurance Co,1
Boiler Labour Unemployed,1
Boiler MaKer,1
Boiler Macker,1
Boiler Makeing,1
Boiler Maker (Employed),1
Boiler Maker (Rivetter),1
Boiler Maker (Ship Plater,1
Boiler Maker (at Works),1
Boiler Maker Assistance,1
Boiler Maker Assistant,1
Boiler Maker Assistant at Manufactory Works Inches,1
Boiler Maker Houlder Up,1
Boiler Maker In Ship Yard,1
Boiler Maker Labourer,1
Boiler Maker Not Employed,1
Boiler Maker Rialet and Leater,1
Boiler Maker Rivetter,1
Boiler Maker Shipt,1
Boiler Maker and Prenter,1
Boiler Maker and Shipyd,1
Boiler Maker and Soldier,1
Boiler Maker at Foundry,1
Boiler Maker at Railway Works,1
Boiler Maker in Engin Works,1
Boiler Maker in Foundry,1
Boiler Maker in Iron Works,1
Boiler Maker in Linen Factory,1
Boiler Maker in Ry Works,1
Boiler Maker in S.N. Railway,1
Boiler Maker in Shop,1
Boiler Maker or Riveter,1
Boiler Maker wrieter,1
Boiler Maker's Apprentace,1
Boiler Maker's Assist,1
"Boiler Maker, Riveter",1
Boiler Makers,1
Boiler Makers Apprentice at Works,1
Boiler Makers Assistant,1
Boiler Makers Help,1
Boiler Mason,1
Boiler Plater at Works,1
Boiler Sealer,1
Boiler Smith at Works,1
Boiler Smyth Assistant at Works,1
Boiler Steam Pipe Coveres,1
Boiler Stoker in Distillery,1
Boiler Works-Labourer,1
Boiler and ? Page Carner,1
Boiler and Engine Driver,1
Boiler and Steam Pipe ? (Master),1
Boiler and Steam Pipe Corarer at Ships Works and Factories,1
Boiler and Steam Pipe Cover Master,1
Boiler and Steam Pipe Coverer,1
Boiler in Linen Works,1
Boiler maker apprentice,1
Boiler maker at Works,1
Boiler-Maker in Shipyard,1
Boiler-Maker's Helper,1
Boiler-Makers Helper,1
Boilermaker App,1
Boilermaker Apprentice,1
Boilermaker Assistant,1
Boilermaker Helpers Labourer,1
Boilermaker Out of Employment,1
Boilermaker Out of Employment Through Sick?,1
Boilermaker Rivetter in Slupyl,1
Boilermaker Shipyd,1
Boilermaker Unemployed,1
Boilermaker at R Shop,1
Boilermaker do Shipyard,1
Boilermaker in Ship Yarn,1
Boilermaker on Employed,1
Boilermaker's Heater Boy,1
Boilermaker's Helper,1
Boilermaker's-Holder on,1
"Boilermaker, Apprentice",1
Boilermaker-Caulker in Shipyard,1
Boilermaker-Plater,1
Boilermakers App at Works,1
Boilermakers Appreater,1
Boilermakers Apprentice,1
Boilermakers Helper,1
Boilermakers Labourer in Ship Yd,1
Boilermakerswife,1
Boilerman,1
Boilerminder,1
Boilers Maker Helper on Island,1
Boilers Maker's Helper,1
Boilershop Labourer,1
Boilersmith,1
Boiles Maker,1
Boilesmaker Apprentice,1
Boiling Manager in Linen Factory,1
Boilis Maker Helper,1
Boilkermaker,1
Boiller Maker Ap,1
Boilor Maker Keeper,1
Boilor's Makers Helper at Works,1
Boilormaker (Plater),1
Boilr Maker,1
Boinbarding of Royal Artillery,1
Boker Apprentice,1
Bokers Clerk,1
Bokers Labourer,1
Bokler,1
Boksellar,1
Bolders Clerk,1
Boldier Furlough,1
Boldier Private in Hland Light Infantry,1
Bolen Maker,1
Bolier Landry Grocer,1
Boliner Winner,1
Boller,1
Boller Boy Linen Mill,1
Bollhanger Unemployed,1
Bolliermaker,1
Bollor Maker,1
Bolt Forger,1
Bolt Maker Iron Works,1
Bolt Screwer,1
Bolter Laberur,1
Bomb R. Aritillery,1
Bomb at Dier Royal Garrison Artillery,1
Bombadier R F A,1
Bombadier R.R.A.,1
Bombadier Royal Artillery R Reserve,1
Bombardier,1
Bombardier R.F.A.,1
Bombardier Royal Field Artillery,1
Bombardier Royal Garrison Artillery,1
"Bombardier, Royal Artilboy",1
Bombarior Royal Regt of Militery,1
Bomber Soldier Army,1
Bomble Wicklow Arty Militia,1
Bombo and Dier Saddler R F A,1
Bombr. R.F.A,1
Bon Folder,1
Bon Secours Nun,1
Bon Secours Socur,1
Bon Serour Nun,1
Bonas Apprentic to Printer Compositer,1
Bonas Moulder (Appr),1
Bonch of Ireland,1
Bond ?,1
Bond Clerk,1
Bond Sirgh Hins Jasdy,1
Bond Store,1
Bond Store Labourer,1
Bond Store Porter,1
Bond-Store Foreman,1
Bonded Store Assistant,1
Bonded Store Clerk,1
Bonded Store Labourer,1
Bonded Store Porter,1
Bonded Warehouse Foreman,1
Bonded Warehouse Keeper,1
Bonded Warehouse Sert,1
Bonded Warehousekeeper Clerk,1
Bonderstore Clerk,1
Bonding Warehouse Keeper,1
Bonds Royal Artillery,1
Bondstore,1
Bondstore Labourer,1
Bone Manure Labourer,1
Bone-Manure Labourer,1
Boned Army Pensioner,1
Boner,1
Boneste at Law Ba Tca,1
Bonfolder,1
Bonn,1
Bonnet Cleaner,1
Bonnet Maker (Unemployed),1
Bonnet Maker and ?,1
Bonnetmaker,1
Bonse Coure Nurse,1
Boo. Man,1
Boo?,1
Boock Binder,1
Bood Keeper,1
Bood Maker,1
Bood and Shoe Maker,1
Boods Hotel,1
Book (Hotel),1
Book - Caretaker,1
Book - Finisher,1
Book - Keeper Domestic Servt,1
Book - Keeper Retired Irish Lights,1
Book - Keeper and Cashier,1
Book - Keeper for Head of Family,1
Book - Keeper in Factory,1
Book Accountant (Retired),1
Book Agents Wife,1
Book Bander,1
Book Binder (Unemployed),1
Book Binder Fawards,1
Book Binder Finisher,1
Book Binder Fowarder,1
Book Binder Master,1
Book Binder Master General Servant,1
Book Binder Trade,1
Book Binder Unemploy,1
Book Binder and Finisher,1
Book Binderess,1
Book Binders Clerk,1
Book Binders Finisher,1
Book Bindery Factory,1
Book Binding Trade,1
Book Binding at Frame in Spinning Mill,1
Book Binter-Forwarder,1
Book Buider,1
Book Butcher,1
Book Canvansser,1
Book Canvassor,1
Book Cartaker,1
Book Cashire,1
Book Closer Seamstress,1
Book Cover Cutter,1
Book Domestic Servant,1
Book Draper,1
Book F?lder,1
Book Feder,1
Book Fewer,1
Book Folder Empd,1
Book Folder Not Employed,1
Book Folder and Sewer,1
Book Folder in Printing Works,1
Book Foldy,1
Book Folow,1
Book General,1
Book Keeper (Bort Trade),1
Book Keeper (Clerk),1
Book Keeper (Coal Office),1
Book Keeper (Drapers),1
Book Keeper (Engineering),1
Book Keeper (Flour Mill),1
Book Keeper (Iron),1
Book Keeper (Linen Trade),1
Book Keeper (Newspaper Office),1
Book Keeper (Printing House),1
Book Keeper (Printing Trade),1
Book Keeper (Provision),1
Book Keeper (Tailoring),1
Book Keeper (Undertakers) Shorthand Tracher and Press Correspondent,1
Book Keeper (Unemployed),1
Book Keeper (Whiskey),1
Book Keeper (Woollan Merchant),1
Book Keeper (unemployed),1
Book Keeper - Felt Works,1
Book Keeper - Litho and LPP Printing,1
Book Keeper Assistant,1
Book Keeper Bacon Merchants Office,1
Book Keeper Bakery,1
Book Keeper Bakery and Grocery,1
Book Keeper Boot Factory,1
Book Keeper Boot and Shoe Business,1
Book Keeper Bottle Trade,1
Book Keeper Builders,1
Book Keeper Cashier Seed Business,1
Book Keeper Cement Store,1
Book Keeper Clerkess,1
Book Keeper Coal Trade,1
Book Keeper Coal Traders,1
Book Keeper Collar Manufacturing,1
Book Keeper D Servant,1
Book Keeper Department Grain,1
Book Keeper Druggish,1
Book Keeper Foyle Factory,1
Book Keeper Fruit,1
Book Keeper HandKerchief and Linen Warehouse,1
Book Keeper Hardware Estableshment,1
Book Keeper House Service Hers,1
Book Keeper Intermediate Education Board,1
Book Keeper Ironmongery,1
Book Keeper Jewler Shop,1
Book Keeper Linen Firm,1
Book Keeper Linen House,1
Book Keeper Linen Merchant's Officer,1
Book Keeper Linen Mercht Office,1
Book Keeper Linen in Trade,1
Book Keeper Mercanticle,1
Book Keeper Mineral Water Co,1
Book Keeper Mineral Water Trade,1
Book Keeper Minister Steam Laundry,1
Book Keeper Oil Store,1
Book Keeper Oil and Painting Establishment,1
Book Keeper Plumbers,1
Book Keeper Plumbers Shop,1
Book Keeper Poet Novelist,1
Book Keeper Pork Factory,1
Book Keeper Potty Merchants Office,1
Book Keeper Retd,1
Book Keeper Retired,1
Book Keeper Salesman and Traveller,1
Book Keeper Shipping,1
Book Keeper Shipping Office,1
Book Keeper Shop,1
Book Keeper Soap Works,1
Book Keeper Soap trade,1
Book Keeper Surveyor,1
Book Keeper Timber Trade,1
Book Keeper Tobacco Factory,1
Book Keeper Unempld now Officer 5th Dublin Union,1
Book Keeper Warehouseman,1
Book Keeper Wholesale Druggist and General Merchants Office,1
Book Keeper Wholesale Tea W House,1
Book Keeper Wine Merchant,1
Book Keeper Wire Trade,1
Book Keeper Y M Ca,1
Book Keeper and Accountant,1
Book Keeper and Agent,1
Book Keeper and Auditor,1
Book Keeper and Barmaid,1
Book Keeper and Cashier Bacon Merchants,1
Book Keeper and Cashier and c,1
Book Keeper and Collector,1
Book Keeper and Secretry to Building Coy,1
Book Keeper and Surveyor,1
Book Keeper at Home,1
Book Keeper at Office,1
Book Keeper at Present Unemployed,1
Book Keeper at Rope Works,1
Book Keeper for above,1
Book Keeper in ?,1
Book Keeper in Bakery,1
Book Keeper in Bht,1
Book Keeper in Bleach Work,1
Book Keeper in Book Establishment,1
Book Keeper in Breek,1
Book Keeper in Cather Store,1
Book Keeper in Corn Mill,1
Book Keeper in Decoraters,1
Book Keeper in Decorator's Shop,1
Book Keeper in Distillery,1
Book Keeper in Draper's Shop,1
Book Keeper in Drapery,1
Book Keeper in Drapery Business,1
Book Keeper in Dress Warerooms,1
Book Keeper in Dry Food Store,1
Book Keeper in Dyeworks,1
Book Keeper in Electric and Plumbing Wk,1
Book Keeper in Flour Mill,1
Book Keeper in Flour Shop,1
Book Keeper in Foundry,1
Book Keeper in Grocer's Shop,1
Book Keeper in Grovery Business,1
Book Keeper in Ironmongers Shop,1
Book Keeper in Leather Warehouse,1
Book Keeper in Lime Works Office,1
Book Keeper in Linen Factory and Insurance Agent,1
Book Keeper in Linen-Domestic House,1
Book Keeper in Loers Office,1
Book Keeper in Lord Oneill's Rent Office,1
Book Keeper in Newspaper Officer,1
Book Keeper in Paper and Printing Works,1
Book Keeper in Printing House,1
Book Keeper in Shipping Office,1
Book Keeper in Shipyard,1
Book Keeper in Solicitor Office,1
Book Keeper in Stationer,1
Book Keeper in Tobacco Factory,1
Book Keeper in Warehouse,1
Book Keeper in Wholesale Drapery,1
Book Keeper in Wholesale Whiskey Store,1
Book Keeper in Wine Merchants Office,1
Book Keeper in stock Buking office ? Work Form Co Kildare,1
Book Keeper to Corn and Flour Millers,1
Book Keeper to Father,1
Book Keeper to Nurseryman,1
Book Keeper to Plum?er Gasfitting,1
Book Keeper to Printer,1
Book Keeper to Stock Broker,1
Book Keeper to Wallpaper Merchant,1
Book Keeper(Baker's and Grocer's),1
"Book Keeper, (Bakery)",1
"Book Keeper, Engineering Wks",1
"Book Keeper, Shipowners Office",1
Book Keeper-(Newspaper Officer),1
Book Keeper-Brewery,1
Book Keeper-Butcher Shop,1
Book Keeper-Corn Merchants,1
Book Keeper-Drapeny,1
Book Keeper-Flax Spinning,1
Book Keepers,1
Book Keepers Clerk,1
Book Keeping Clerk,1
Book Keper,1
Book Kpr and Cashier,1
Book Labouer,1
Book Machinest,1
Book Maker Clerk,1
Book Manager,1
Book Manufacturer,1
Book Manufacturing Manager,1
Book Mistress in N. S.,1
